work_order,lot,work_center,mo_id,real_duration,status,qc_fail,product_type,date_finished,week,year,month,prod_name,prod_number
[ESM-0006] Laser Spectrum after EDFA - Full Angie 1CH,1006379-001-0000000349,[WC-E080] Engine Performance Rig,MO/03429,37.93,done,Yes,Engine,2021-01-06 05:27:24.899907,1.0,2021.0,January  ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Full Engine Assembly - Angie 1CH,1006379-001-0000000349,[WC-E070] Engine Assembly Station,MO/03429,136.1,done,,Engine,2021-01-06 04:36:18.339465,1.0,2021.0,January  ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[SSM-0001] Engine Signal Strength - Full Angie 1CH,1006379-001-0000000349,[WC-E080] Engine Performance Rig,MO/03429,992.31,done,,Engine,2021-01-06 22:01:59.790561,1.0,2021.0,January  ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
GA Motor Build,1001382-005-0000000551,[WC-MOT020] Motor Assembly Station,MO/03384,97.94,done,,,2020-12-13 22:08:59.060204,50.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000551,[WC-MOT030] Motor Tests,MO/03384,1.45,done,,,2020-12-13 22:10:33.715906,50.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000551,[WC-SH130] Acoustic Test Rig,MO/03384,4.11,done,,Sensor Head,2020-12-13 22:14:49.148051,50.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000551,[WC-MOT010] Motor Code Load,MO/03384,6.82,done,,,2020-12-13 20:30:57.965995,50.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000552,[WC-MOT020] Motor Assembly Station,MO/03385,113.92,done,,,2020-12-14 01:02:32.695594,51.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000552,[WC-MOT030] Motor Tests,MO/03385,0.39,done,,,2020-12-14 01:03:01.498331,51.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000552,[WC-SH130] Acoustic Test Rig,MO/03385,4.97,done,,Sensor Head,2020-12-14 01:08:04.168255,51.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000552,[WC-MOT010] Motor Code Load,MO/03385,2.27,done,,,2020-12-13 23:08:32.659535,50.0,2020.0,December ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.25,done,,Systems,2020-12-21 05:31:29.426132,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,0.1,done,,Systems,2020-12-15 23:22:56.853344,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,1.95,done,,Systems,2020-12-17 02:41:12.123106,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.44,done,,Systems,2020-12-21 05:36:23.648341,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] Eye Safety - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03414,0.3,done,,Systems,2020-12-21 05:34:48.118658,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] Eye Safety - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03388,5.97,done,,Systems,2020-12-17 02:38:50.543945,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,8.62,done,,Systems,2020-12-17 03:24:53.549466,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.68,done,,Systems,2020-12-21 05:37:54.389519,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,13.9,done,,Systems,2020-12-17 03:38:55.763632,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,2.6,done,,Systems,2020-12-21 05:40:45.464184,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.04,done,,Systems,2020-12-21 05:37:04.170534,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,0.05,done,,Systems,2020-12-17 03:16:12.283482,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002428,[WC-L010] LIDAR Assembly Station,MO/03414,0.23,done,,Systems,2020-12-21 05:31:09.146594,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002428,[WC-L010] LIDAR Assembly Station,MO/03388,1314.64,done,,Systems,2020-12-15 23:17:10.254206,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.31,done,,Systems,2020-12-21 05:36:52.445085,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,34.78,done,,Systems,2020-12-17 03:16:04.470951,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L040] LIDAR System Calibration Rig,MO/03388,11.29,done,,Systems,2020-12-15 23:41:22.101240,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L040] LIDAR System Calibration Rig,MO/03414,2.6,done,,Systems,2020-12-21 05:34:20.256514,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.05,done,,Systems,2020-12-21 05:40:53.544034,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,0.05,done,,Systems,2020-12-17 03:39:04.143386,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03414,0.05,done,,Systems,2020-12-21 05:41:03.948335,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check,1006114-001-0000002428,[WC-L050] LIDAR Performance Measurement Rig,MO/03388,0.05,done,,Systems,2020-12-17 03:39:12.577665,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Securing SH Conduit,1006114-001-0000002428,[WC-SH080] Sensorhead Final Assembly Station,MO/03388,0.04,done,,Sensor Head,2020-12-17 03:39:18.723619,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Securing SH Conduit,1006114-001-0000002428,[WC-SH080] Sensorhead Final Assembly Station,MO/03414,0.07,done,,Sensor Head,2020-12-23 04:04:14.372119,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SHIP-001] Shipping Release - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L090] LIDAR System Release Rig,MO/03414,0.06,done,,Systems,2020-12-23 04:04:43.505344,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SHIP-001] Shipping Release - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L090] LIDAR System Release Rig,MO/03388,0.8,done,,Systems,2020-12-17 03:40:18.094973,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SLT-0002] Sensorhead Sealing Test - G6,1006114-001-0000002428,[WC-SH090] Sensorhead Leak Test Rig,MO/03388,0.05,done,,Sensor Head,2020-12-17 03:39:25.881101,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SLT-0002] Sensorhead Sealing Test - G6,1006114-001-0000002428,[WC-SH090] Sensorhead Leak Test Rig,MO/03414,0.05,done,,Sensor Head,2020-12-23 04:04:26.056051,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0002] LIDAR Packing - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L090] LIDAR System Release Rig,MO/03388,0.04,done,,Systems,2020-12-17 03:40:24.353240,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0002] LIDAR Packing - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L090] LIDAR System Release Rig,MO/03414,0.06,done,,Systems,2020-12-23 04:04:51.057010,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03414,0.45,done,,Systems,2020-12-21 05:35:47.329004,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002428,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03388,0.25,done,,Systems,2020-12-17 02:39:10.396956,51.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[EFT-0006] Engine Final Test - Full Angie 1CH,1006379-001-0000000361,[WC-E080] Engine Performance Rig,MO/03394,1371.38,done,,Engine,2020-12-17 21:31:22.323408,51.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ESM-0006] Laser Spectrum after EDFA - Full Angie 1CH,1006379-001-0000000361,[WC-E080] Engine Performance Rig,MO/03394,1095.81,done,Yes,Engine,2020-12-16 22:41:27.951304,51.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Full Engine Assembly - Angie 1CH,1006379-001-0000000361,[WC-E070] Engine Assembly Station,MO/03394,49.45,done,,Engine,2020-12-16 02:40:29.883922,51.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[SSM-0001] Engine Signal Strength - Full Angie 1CH,1006379-001-0000000361,[WC-E080] Engine Performance Rig,MO/03394,0.03,done,,Engine,2020-12-16 22:41:33.871875,51.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[DRT-0006] Goku 5 Sensorhead Directivity Test R209,1003813-001-0000000065,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03397,0.82,done,,Sensor Head,2020-12-16 22:13:15.210097,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration R209,1003813-001-0000000065,[WC-SH100] Frequency Calibration Rig,MO/03397,78.03,done,,Sensor Head,2020-12-17 22:20:57.332616,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up R209,1003813-001-0000000065,[WC-SH080] Sensorhead Final Assembly Station,MO/03397,1.1,done,,Sensor Head,2020-12-16 22:10:57.772429,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build R209,1003813-001-0000000065,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03397,1.07,done,,Sensor Head,2020-12-16 22:09:47.033448,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test R209,1003813-001-0000000065,[WC-SH130] Acoustic Test Rig,MO/03397,0.52,done,,Sensor Head,2020-12-17 22:27:54.443907,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test R209,1003813-001-0000000065,[WC-SH090] Sensorhead Leak Test Rig,MO/03397,1.24,done,,Sensor Head,2020-12-16 22:12:21.024620,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000367,[WC-E060] APD Calibration Rig,MO/03391,104.68,done,,Engine,2020-12-21 03:00:58.175484,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000367,[WC-E010] Engine Code Load Rig,MO/03391,118.07,done,,Engine,2020-12-16 23:45:08.505897,51.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000367,[WC-E020] Top Engine Assembly Station,MO/03391,10.2,done,,Engine,2020-12-16 23:55:24.157915,51.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000367,[WC-E030] Laser Calibration Rig,MO/03391,1.9,done,Yes,Engine,2020-12-21 01:01:48.695403,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000367,[WC-E030] Laser Calibration Rig,MO/03391,1.83,done,,Engine,2020-12-21 00:59:49.523447,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[DRT-0006] Goku 5 Sensorhead Directivity Test R209,1003813-001-0000000066,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03400,32.71,done,,Sensor Head,2020-12-17 00:56:48.081604,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration R209,1003813-001-0000000066,[WC-SH100] Frequency Calibration Rig,MO/03400,72.41,done,,Sensor Head,2020-12-17 22:32:51.387734,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up R209,1003813-001-0000000066,[WC-SH080] Sensorhead Final Assembly Station,MO/03400,1.17,done,,Sensor Head,2020-12-16 23:39:44.913805,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build R209,1003813-001-0000000066,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03400,1.16,done,,Sensor Head,2020-12-16 23:38:25.811839,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test R209,1003813-001-0000000066,[WC-SH130] Acoustic Test Rig,MO/03400,0.57,done,,Sensor Head,2020-12-17 22:33:30.141673,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test R209,1003813-001-0000000066,[WC-SH090] Sensorhead Leak Test Rig,MO/03400,0.56,done,,Sensor Head,2020-12-17 00:23:58.564557,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[EFT-0006] Engine Final Test - Full Angie 1CH,1006379-001-0000000367,[WC-E080] Engine Performance Rig,MO/03396,18.86,done,,Engine,2020-12-21 20:53:47.791518,52.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ESM-0006] Laser Spectrum after EDFA - Full Angie 1CH,1006379-001-0000000367,[WC-E080] Engine Performance Rig,MO/03396,72.85,done,Yes,Engine,2020-12-21 06:00:33.664557,52.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Full Engine Assembly - Angie 1CH,1006379-001-0000000367,[WC-E070] Engine Assembly Station,MO/03396,63.410000000000004,done,,Engine,2020-12-21 04:33:18.892431,52.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[SSM-0001] Engine Signal Strength - Full Angie 1CH,1006379-001-0000000367,[WC-E080] Engine Performance Rig,MO/03396,872.6,done,,Engine,2020-12-21 20:34:50.927408,52.0,2020.0,December ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000368,[WC-E060] APD Calibration Rig,MO/03513,1.4,done,,Engine,2021-02-03 02:12:18.904057,5.0,2021.0,February ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000368,[WC-E060] APD Calibration Rig,MO/03402,956.84,done,,Engine,2020-12-21 20:31:25.240025,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000368,[WC-E010] Engine Code Load Rig,MO/03402,72.18,done,,Engine,2020-12-20 23:57:23.889715,51.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000368,[WC-E010] Engine Code Load Rig,MO/03513,0.21,done,,Engine,2021-02-01 03:44:10.282554,5.0,2021.0,February ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000368,[WC-E020] Top Engine Assembly Station,MO/03402,0.78,done,,Engine,2020-12-21 00:55:45.114518,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000368,[WC-E020] Top Engine Assembly Station,MO/03513,2.15,done,,Engine,2021-02-01 03:46:33.584855,5.0,2021.0,February ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000368,[WC-E030] Laser Calibration Rig,MO/03402,3.89,done,,Engine,2020-12-21 04:24:53.562844,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000368,[WC-E030] Laser Calibration Rig,MO/03513,104.12,done,,Engine,2021-02-03 02:09:58.588610,5.0,2021.0,February ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000368,[WC-E030] Laser Calibration Rig,MO/03513,7.2,done,,Engine,2021-02-01 21:11:11.670298,5.0,2021.0,February ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000368,[WC-E030] Laser Calibration Rig,MO/03402,125.77,done,,Engine,2020-12-21 04:20:49.253147,52.0,2020.0,December ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[DRT-0006] Goku 5 Sensorhead Directivity Test R209,1003813-001-0000000067,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03407,1.16,done,,Sensor Head,2020-12-20 21:18:08.068082,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration R209,1003813-001-0000000067,[WC-SH100] Frequency Calibration Rig,MO/03407,6.15,done,,Sensor Head,2020-12-21 02:36:12.063339,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up R209,1003813-001-0000000067,[WC-SH080] Sensorhead Final Assembly Station,MO/03407,0.8,done,,Sensor Head,2020-12-20 21:15:50.570924,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build R209,1003813-001-0000000067,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03407,0.85,done,,Sensor Head,2020-12-20 21:14:56.678082,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test R209,1003813-001-0000000067,[WC-SH130] Acoustic Test Rig,MO/03407,0.47,done,,Sensor Head,2020-12-21 20:42:26.255872,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test R209,1003813-001-0000000067,[WC-SH090] Sensorhead Leak Test Rig,MO/03407,0.98,done,,Sensor Head,2020-12-20 21:16:54.445797,51.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[DRT-0009] Sensorhead Directivity Test - G6 R212,1005770-001-0000000106,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03409,1.76,done,,Sensor Head,2020-12-22 21:50:08.343763,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[FADD-0003] Sensorhead Calibration - G6 R212,1005770-001-0000000106,[WC-SH100] Frequency Calibration Rig,MO/03409,1.07,done,Yes,Sensor Head,2020-12-22 21:51:18.258386,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Opto-Mechanical Substructure Assembly - G6 R212,1005770-001-0000000106,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03409,0.96,done,,Sensor Head,2020-12-21 04:26:05.797448,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SAT-0004] Sensorhead Noise Test - G6 R212,1005770-001-0000000106,[WC-SH130] Acoustic Test Rig,MO/03409,0.46,done,,Sensor Head,2020-12-22 21:51:59.288181,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Sensorhead Assembly - G6 R212,1005770-001-0000000106,[WC-SH080] Sensorhead Final Assembly Station,MO/03409,10.23,done,,Sensor Head,2020-12-22 21:46:56.756952,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SLT-0002] Sensorhead Sealing Test - G6 R212,1005770-001-0000000106,[WC-SH090] Sensorhead Leak Test Rig,MO/03409,0.95,done,,Sensor Head,2020-12-22 21:48:01.664433,52.0,2020.0,December ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Development Code Load - 1CH Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,0.14,done,,Systems,2020-12-21 00:38:11.216698,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Distance Accuracy - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,0.62,done,,Systems,2020-12-21 23:00:40.716027,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[ESR-0005] Eye Safety - 1CH LIDAR - G5,1003911-000-0000001993,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03410,1.4100000000000001,done,,Systems,2020-12-21 22:59:58.348093,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
FOV Test - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,2.23,done,,Systems,2020-12-22 02:39:51.692944,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Free Space Horns Test - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,14.69,done,,Systems,2020-12-22 02:54:38.406289,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Intensity Calibration Check - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,212.2,done,,Systems,2020-12-22 02:37:33.867199,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LDA-0001] LIDAR Assembly - 1CH Equus - G5,1003911-000-0000001993,[WC-L010] LIDAR Assembly Station,MO/03410,0.11,done,,Systems,2020-12-21 00:37:58.580333,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LFT-0001] POD Range Test - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,4.47,done,,Systems,2020-12-21 23:05:13.664377,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LZC-0003] Calibration - 1CH Equus - G5,1003911-000-0000001993,[WC-L040] LIDAR System Calibration Rig,MO/03410,1340.08,done,,Systems,2020-12-21 22:58:22.394261,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Report Generation - 1CH LIDAR - Equus - G5,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,3.74,done,,Systems,2020-12-22 02:58:27.993400,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Safety Check,1003911-000-0000001993,[WC-L050] LIDAR Performance Measurement Rig,MO/03410,0.08,done,,Systems,2020-12-22 02:58:37.858319,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Securing SH Conduit,1003911-000-0000001993,[WC-SH080] Sensorhead Final Assembly Station,MO/03410,0.12,done,,Sensor Head,2020-12-22 02:58:48.970355,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[SHIP-0001] Shipping Release - 1CH LIDAR - Equus,1003911-000-0000001993,[WC-L090] LIDAR System Release Rig,MO/03410,0.05,done,,Systems,2020-12-23 03:53:50.633045,52.0,2020.0,December ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
